"Unique identification number of the institution","Occupation and full- and part-time status","Full-time or part-time status","Occupation category","Identifies occupations consistent with previous codes","Grand total","Grand total men","Grand total women","American Indian or Alaska Native total","American Indian or Alaska Native men","American Indian or Alaska Native women","Asian total","Asian men","Asian women","Black or African American total","Black or African American men","Black or African American women","Hispanic or Latino total","Hispanic or Latino men","Hispanic or Latino women","Native Hawaiian or Other Pacific Islander total","Native Hawaiian or Other Pacific Islander men","Native Hawaiian or Other Pacific Islander women","White total","White men","White women","Two or more races total","Two or more races men","Two or more races women","Race/ethnicity unknown total","Race/ethnicity unknown men","Race/ethnicity unknown women","Nonresident alien total","Nonresident alien men","Nonresident alien women","FY","Fall","Institution_Name","Survey Code","Survey Title","FTPT_desc","OCCUPCAT_desc","SABDTYPE_desc","STAFFCAT_desc"
"131496","3100","3","100","-2"," 1123"," 748","  375","  0"," 0"," 0","  27"," 10","  17","  42"," 16","  26","  20","  11","   9"," 0"," 0"," 0","  565"," 361"," 204","  5"," 2","  3"," 423","325"," 98","  41"," 23"," 18","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","All staff","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, total"
"131496","3200","3","200","70"," 1013"," 710","  303","  0"," 0"," 0","  23","  8","  15","  28","  9","  19","  19","  11","   8"," 0"," 0"," 0","  510"," 347"," 163","  4"," 2","  2"," 395","311"," 84","  34"," 22"," 12","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Instructional, research and public service staff","Part-time postecondary teachers (occupation code prior to 2012)","Part-time, Instructional, research and public service"
"131496","3210","3","210","-2"," 1008"," 708","  300","  0"," 0"," 0","  23","  8","  15","  28","  9","  19","  19","  11","   8"," 0"," 0"," 0","  506"," 346"," 160","  4"," 2","  2"," 395","311"," 84","  33"," 21"," 12","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Instructional staff, total","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Instructional staff"
"131496","3220","3","220","-2","    5","   2","    3","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    4","   1","   3","  0"," 0","  0","   0","  0","  0","   1","  1","  0","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Research","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Research"
"131496","3250","3","250","-2","   10","   1","    9","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    5","   1","   4","  0"," 0","  0","   2","  0","  2","   3","  0","  3","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians/Library Technicians/Archivists and Curators, and Museum technicians/Student and Academic Affairs and Other Eduation Services","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians/Student and Academic Affairs and Other Education Services"
"131496","3260","3","260","-2","    7","   1","    6","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    5","   1","   4","  0"," 0","  0","   1","  0","  1","   1","  0","  1","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians, Curators, and Archivists","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians"
"131496","3262","3","262","-2","    7","   1","    6","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    5","   1","   4","  0"," 0","  0","   1","  0","  1","   1","  0","  1","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians"
"131496","3270","3","270","-2","    3","   0","    3","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    0","   0","   0","  0"," 0","  0","   1","  0","  1","   2","  0","  2","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Student and Academic Affairs and Other Education Services","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Student and Academic Affairs and Other Education Services"
"131496","3300","3","300","-2","   18","   8","   10","  0"," 0"," 0","   0","  0","   0","   2","  1","   1","   0","   0","   0"," 0"," 0"," 0","   10","   3","   7","  0"," 0","  0","   6","  4","  2","   0","  0","  0","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Management","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Management"
"131496","3310","3","310","-2","    5","   0","    5","  0"," 0"," 0","   0","  0","   0","   1","  0","   1","   0","   0","   0"," 0"," 0"," 0","    3","   0","   3","  0"," 0","  0","   1","  0","  1","   0","  0","  0","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Business and Financial Operations","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Business and Financial Operations"
"131496","3320","3","320","-2","    7","   5","    2","  0"," 0"," 0","   2","  1","   1","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    4","   3","   1","  0"," 0","  0","   1","  1","  0","   0","  0","  0","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Computer, Engineering, and Science","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Computer, Engineering, and Science"
"131496","3330","3","330","-2","   16","   4","   12","  0"," 0"," 0","   0","  0","   0","   2","  0","   2","   0","   0","   0"," 0"," 0"," 0","   10","   3","   7","  0"," 0","  0","   4","  1","  3","   0","  0","  0","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Community, Social Service, Legal, Arts,Design, Entertainment, Sports and Media","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Community Service, Legal, Arts, and Media"
"131496","3340","3","340","-2","   15","   2","   13","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    8","   0","   8","  1"," 0","  1","   4","  2","  2","   2","  0","  2","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Healthcare Practioners and Technical","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Healthcare Practioners and Technical"
"131496","3350","3","350","-2","    9","   5","    4","  0"," 0"," 0","   0","  0","   0","   2","  1","   1","   1","   0","   1"," 0"," 0"," 0","    0","   0","   0","  0"," 0","  0","   4","  3","  1","   2","  1","  1","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Service Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Service Occupations"
"131496","3370","3","370","-2","   25","   8","   17","  0"," 0"," 0","   2","  1","   1","   5","  3","   2","   0","   0","   0"," 0"," 0"," 0","   14","   3","  11","  0"," 0","  0","   4","  1","  3","   0","  0","  0","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Office and Administrative Support","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Office and Administrative Support"
"131496","3380","3","380","-2","    2","   2","    0","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    1","   1","   0","  0"," 0","  0","   1","  1","  0","   0","  0","  0","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Natural Resources, Construction, and Maintenance","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Natural Resources, Construction, and Maintenance"
"131496","3390","3","390","-2","    3","   3","    0","  0"," 0"," 0","   0","  0","   0","   2","  2","   0","   0","   0","   0"," 0"," 0"," 0","    0","   0","   0","  0"," 0","  0","   1","  1","  0","   0","  0","  0","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Production, Transportation, and Material Moving","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Production, Transportation, and Material Moving"
"131496","4400","4","400","-2","  611"," 309","  302","  0"," 0"," 0","   4","  1","   3","   4","  2","   2","   9","   4","   5"," 0"," 0"," 0","   68","  34","  34","  1"," 1","  0"," 320","148","172"," 205","119"," 86","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Graduate Assistants","Graduate Assistants","Not applicable, current occupation does not map to occupations prior to 2012","Graduate Assistants, total"
"131496","4410","4","410","-2","  336"," 164","  172","  0"," 0"," 0","   3","  1","   2","   2","  1","   1","   6","   2","   4"," 0"," 0"," 0","   42","  18","  24","  1"," 1","  0"," 173"," 80"," 93"," 109"," 61"," 48","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Graduate Assistants","Graduate Assistants Teaching","Not applicable, current occupation does not map to occupations prior to 2012","Grad Asst., Teaching"
"131496","4420","4","420","-2","  275"," 145","  130","  0"," 0"," 0","   1","  0","   1","   2","  1","   1","   3","   2","   1"," 0"," 0"," 0","   26","  16","  10","  0"," 0","  0"," 147"," 68"," 79","  96"," 58"," 38","2015","2014","Georgetown University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Graduate Assistants","Graduate Assistants Research","Not applicable, current occupation does not map to occupations prior to 2012","Grad Asst., Research"
"147767","1100","1","100","-2"," 9432","4531"," 4901","  6"," 1"," 5","1006","502"," 504"," 777","270"," 507"," 519"," 220"," 299","13"," 2","11"," 6293","3055","3238"," 60","26"," 34"," 106"," 54"," 52"," 652","401","251","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","All staff","Not applicable, current occupation does not map to occupations prior to 2012","Grand Total"
"147767","1200","1","200","-2"," 3430","2155"," 1275","  2"," 0"," 2"," 442","267"," 175"," 101"," 54","  47","  97","  58","  39"," 0"," 0"," 0"," 2271","1443"," 828"," 13"," 4","  9","  58"," 32"," 26"," 446","297","149","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Instructional, research and public service staff","Not applicable, current occupation does not map to occupations prior to 2012","Instructional, research and public service"
"147767","1210","1","210","-2"," 2474","1557","  917","  0"," 0"," 0"," 301","182"," 119","  94"," 49","  45","  81","  49","  32"," 0"," 0"," 0"," 1876","1215"," 661"," 11"," 3","  8","  41"," 19"," 22","  70"," 40"," 30","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Instructional staff, total","Not applicable, current occupation does not map to occupations prior to 2012","Instructional staff"
"147767","1220","1","220","-2","  956"," 598","  358","  2"," 0"," 2"," 141"," 85","  56","   7","  5","   2","  16","   9","   7"," 0"," 0"," 0","  395"," 228"," 167","  2"," 1","  1","  17"," 13","  4"," 376","257","119","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Research","Not applicable, current occupation does not map to occupations prior to 2012","Research"
"147767","1250","1","250","-2","  230","  89","  141","  0"," 0"," 0","   9","  3","   6","  21","  7","  14","   9","   4","   5"," 1"," 0"," 1","  183","  72"," 111","  2"," 1","  1","   3","  1","  2","   2","  1","  1","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Librarians/Library Technicians/Archivists and Curators, and Museum technicians/Student and Academic Affairs and Other Eduation Services","Not applicable, current occupation does not map to occupations prior to 2012","Librarians and Library Technicians/Archivists, Curators, and Museum Technicians/Student and Academic Affairs and Other Education Services"
"147767","1260","1","260","-2","  189","  76","  113","  0"," 0"," 0","   9","  3","   6","  18","  7","  11","   6","   3","   3"," 1"," 0"," 1","  149","  61","  88","  1"," 0","  1","   3","  1","  2","   2","  1","  1","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Librarians, Curators, and Archivists","Not applicable, current occupation does not map to occupations prior to 2012","Librarians and Library Technicians/Archivists, Curators, and Museum Technicians"
"147767","1261","1","261","-2","    8","   1","    7","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   2","   0","   2"," 0"," 0"," 0","    6","   1","   5","  0"," 0","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Archivists, Curators, and Museum Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Archivists, Curators, and Museum Technicians"
"147767","1262","1","262","-2","   80","  34","   46","  0"," 0"," 0","   3","  0","   3","   3","  1","   2","   1","   1","   0"," 1"," 0"," 1","   66","  30","  36","  1"," 0","  1","   3","  1","  2","   2","  1","  1","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Librarians","Not applicable, current occupation does not map to occupations prior to 2012","Librarians"
"147767","1263","1","263","-2","  101","  41","   60","  0"," 0"," 0","   6","  3","   3","  15","  6","   9","   3","   2","   1"," 0"," 0"," 0","   77","  30","  47","  0"," 0","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Library Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Library Technicians"
"147767","1270","1","270","-2","   41","  13","   28","  0"," 0"," 0","   0","  0","   0","   3","  0","   3","   3","   1","   2"," 0"," 0"," 0","   34","  11","  23","  1"," 1","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Student and Academic Affairs and Other Education Services","Not applicable, current occupation does not map to occupations prior to 2012","Student and Academic Affairs and Other Education Services"
"147767","1300","1","300","-2","  254"," 141","  113","  0"," 0"," 0","  12","  8","   4","   7","  2","   5","   8","   5","   3"," 0"," 0"," 0","  220"," 120"," 100","  2"," 2","  0","   2","  1","  1","   3","  3","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Management","Not applicable, current occupation does not map to occupations prior to 2012","Management"
"147767","1310","1","310","-2"," 1337"," 394","  943","  0"," 0"," 0"," 108"," 23","  85"," 162"," 41"," 121","  70","  22","  48"," 2"," 1"," 1","  956"," 290"," 666"," 11"," 4","  7","  16","  7","  9","  12","  6","  6","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Business and Financial Operations","Not applicable, current occupation does not map to occupations prior to 2012","Business and Financial Operations"
"147767","1320","1","320","-2"," 1696"," 886","  810","  3"," 1"," 2"," 281","139"," 142","  95"," 38","  57"," 106","  56","  50"," 5"," 1"," 4"," 1015"," 548"," 467"," 18","12","  6","  11","  7","  4"," 162"," 84"," 78","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Computer, Engineering, and Science","Not applicable, current occupation does not map to occupations prior to 2012","Computer, Engineering, and Science"
"147767","1330","1","330","-2","  404"," 171","  233","  0"," 0"," 0","  16","  4","  12","  38"," 17","  21","  14","   3","  11"," 1"," 0"," 1","  326"," 142"," 184","  4"," 2","  2","   2","  1","  1","   3","  2","  1","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Community, Social Service, Legal, Arts,Design, Entertainment, Sports and Media","Not applicable, current occupation does not map to occupations prior to 2012","Community Service, Legal, Arts, and Media"
"147767","1340","1","340","-2","  180","  36","  144","  0"," 0"," 0","  21","  9","  12","  16","  5","  11","  24","   1","  23"," 0"," 0"," 0","  113","  20","  93","  3"," 0","  3","   1","  0","  1","   2","  1","  1","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Healthcare Practioners and Technical","Not applicable, current occupation does not map to occupations prior to 2012","Healthcare Practioners and Technical"
"147767","1350","1","350","-2","  142"," 113","   29","  0"," 0"," 0","  21"," 20","   1","  46"," 34","  12","  14","  12","   2"," 1"," 0"," 1","   59","  46","  13","  0"," 0","  0","   1","  1","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Service Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Service"
"147767","1360","1","360","-2","   18","  10","    8","  0"," 0"," 0","   0","  0","   0","   1","  0","   1","   0","   0","   0"," 0"," 0"," 0","   17","  10","   7","  0"," 0","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Sales and Related Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Sales and related"
"147767","1370","1","370","-2"," 1477"," 304"," 1173","  1"," 0"," 1","  86"," 19","  67"," 251"," 42"," 209"," 137","  33"," 104"," 3"," 0"," 3","  959"," 199"," 760","  7"," 1","  6","  11","  3","  8","  22","  7"," 15","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Office and Administrative Support","Not applicable, current occupation does not map to occupations prior to 2012","Office and Administrative Support"
"147767","1380","1","380","-2","  264"," 232","   32","  0"," 0"," 0","  10"," 10","   0","  39"," 30","   9","  40","  26","  14"," 0"," 0"," 0","  174"," 165","   9","  0"," 0","  0","   1","  1","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Natural Resources, Construction, and Maintenance","Not applicable, current occupation does not map to occupations prior to 2012","Natural Resources, Construction, and Maintenance"
"147767","2100","2","100","10"," 8825","4235"," 4590","  5"," 0"," 5"," 946","467"," 479"," 753","262"," 491"," 495"," 210"," 285","13"," 2","11"," 5845","2839","3006"," 57","26"," 31","  77"," 41"," 36"," 634","388","246","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","All staff","Full-time (occupation code prior to 2012)","Full-time total"
"147767","2200","2","200","11"," 3029","1905"," 1124","  2"," 0"," 2"," 404","238"," 166","  92"," 49","  43","  84","  51","  33"," 0"," 0"," 0"," 1972","1258"," 714"," 12"," 4","  8","  33"," 19"," 14"," 430","286","144","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Instructional, research and public service staff","Full-time postecondary teachers (occupation code prior to 2012)","Full-time, Instructional, research and public service"
"147767","2210","2","210","-2"," 2111","1332","  779","  0"," 0"," 0"," 270","160"," 110","  85"," 44","  41","  69","  42","  27"," 0"," 0"," 0"," 1602","1043"," 559"," 10"," 3","  7","  19","  9"," 10","  56"," 31"," 25","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Instructional staff, total","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Instructional staff"
"147767","2220","2","220","-2","  918"," 573","  345","  2"," 0"," 2"," 134"," 78","  56","   7","  5","   2","  15","   9","   6"," 0"," 0"," 0","  370"," 215"," 155","  2"," 1","  1","  14"," 10","  4"," 374","255","119","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Research","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Research"
"147767","2250","2","250","-2","  220","  87","  133","  0"," 0"," 0","   9","  3","   6","  21","  7","  14","   9","   4","   5"," 1"," 0"," 1","  174","  70"," 104","  1"," 1","  0","   3","  1","  2","   2","  1","  1","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Librarians/Library Technicians/Archivists and Curators, and Museum technicians/Student and Academic Affairs and Other Eduation Services","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians/Student and Academic Affairs and Other Education Services"
"147767","2260","2","260","-2","  179","  74","  105","  0"," 0"," 0","   9","  3","   6","  18","  7","  11","   6","   3","   3"," 1"," 0"," 1","  140","  59","  81","  0"," 0","  0","   3","  1","  2","   2","  1","  1","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Librarians, Curators, and Archivists","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians"
"147767","2261","2","261","-2","    6","   1","    5","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   2","   0","   2"," 0"," 0"," 0","    4","   1","   3","  0"," 0","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Archivists, Curators, and Museum Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Archivists, Curators, and Museum Technicians"
"147767","2262","2","262","-2","   77","  34","   43","  0"," 0"," 0","   3","  0","   3","   3","  1","   2","   1","   1","   0"," 1"," 0"," 1","   64","  30","  34","  0"," 0","  0","   3","  1","  2","   2","  1","  1","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Librarians","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Librarians"
"147767","2263","2","263","-2","   96","  39","   57","  0"," 0"," 0","   6","  3","   3","  15","  6","   9","   3","   2","   1"," 0"," 0"," 0","   72","  28","  44","  0"," 0","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Library Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Library Technicians"
"147767","2270","2","270","-2","   41","  13","   28","  0"," 0"," 0","   0","  0","   0","   3","  0","   3","   3","   1","   2"," 0"," 0"," 0","   34","  11","  23","  1"," 1","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Student and Academic Affairs and Other Education Services","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Student and Academic Affairs and Other Education Services"
"147767","2300","2","300","-2","  254"," 141","  113","  0"," 0"," 0","  12","  8","   4","   7","  2","   5","   8","   5","   3"," 0"," 0"," 0","  220"," 120"," 100","  2"," 2","  0","   2","  1","  1","   3","  3","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Management","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Management"
"147767","2310","2","310","-2"," 1309"," 392","  917","  0"," 0"," 0"," 104"," 23","  81"," 162"," 41"," 121","  70","  22","  48"," 2"," 1"," 1","  932"," 288"," 644"," 11"," 4","  7","  16","  7","  9","  12","  6","  6","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Business and Financial Operations","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Business and Financial Operations"
"147767","2320","2","320","-2"," 1637"," 864","  773","  2"," 0"," 2"," 273","135"," 138","  91"," 38","  53"," 103","  55","  48"," 5"," 1"," 4","  973"," 533"," 440"," 18","12","  6","  11","  7","  4"," 161"," 83"," 78","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Computer, Engineering, and Science","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Computer, Engineering, and Science"
"147767","2330","2","330","-2","  389"," 168","  221","  0"," 0"," 0","  16","  4","  12","  38"," 17","  21","  12","   2","  10"," 1"," 0"," 1","  314"," 140"," 174","  4"," 2","  2","   1","  1","  0","   3","  2","  1","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Community, Social Service, Legal, Arts,Design, Entertainment, Sports and Media","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Community Service, Legal, Arts, and Media"
"147767","2340","2","340","-2","  160","  33","  127","  0"," 0"," 0","  16","  8","   8","  16","  5","  11","  23","   1","  22"," 0"," 0"," 0","  101","  18","  83","  2"," 0","  2","   0","  0","  0","   2","  1","  1","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Healthcare Practioners and Technical","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Healthcare Practioners and Technical"
"147767","2350","2","350","-2","  140"," 111","   29","  0"," 0"," 0","  21"," 20","   1","  45"," 33","  12","  14","  12","   2"," 1"," 0"," 1","   58","  45","  13","  0"," 0","  0","   1","  1","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Service Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Service"
"147767","2360","2","360","-2","   18","  10","    8","  0"," 0"," 0","   0","  0","   0","   1","  0","   1","   0","   0","   0"," 0"," 0"," 0","   17","  10","   7","  0"," 0","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Sales and Related Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Sales and related"
"147767","2370","2","370","-2"," 1405"," 292"," 1113","  1"," 0"," 1","  81"," 18","  63"," 241"," 40"," 201"," 132","  32"," 100"," 3"," 0"," 3","  910"," 192"," 718","  7"," 1","  6","   9","  3","  6","  21","  6"," 15","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Office and Administrative Support","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Office and Administrative Support"
"147767","2380","2","380","-2","  264"," 232","   32","  0"," 0"," 0","  10"," 10","   0","  39"," 30","   9","  40","  26","  14"," 0"," 0"," 0","  174"," 165","   9","  0"," 0","  0","   1","  1","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Natural Resources, Construction, and Maintenance","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Natural Resources, Construction, and Maintenance"
"147767","3100","3","100","-2","  607"," 296","  311","  1"," 1"," 0","  60"," 35","  25","  24","  8","  16","  24","  10","  14"," 0"," 0"," 0","  448"," 216"," 232","  3"," 0","  3","  29"," 13"," 16","  18"," 13","  5","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","All staff","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, total"
"147767","3200","3","200","70","  401"," 250","  151","  0"," 0"," 0","  38"," 29","   9","   9","  5","   4","  13","   7","   6"," 0"," 0"," 0","  299"," 185"," 114","  1"," 0","  1","  25"," 13"," 12","  16"," 11","  5","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Instructional, research and public service staff","Part-time postecondary teachers (occupation code prior to 2012)","Part-time, Instructional, research and public service"
"147767","3210","3","210","-2","  363"," 225","  138","  0"," 0"," 0","  31"," 22","   9","   9","  5","   4","  12","   7","   5"," 0"," 0"," 0","  274"," 172"," 102","  1"," 0","  1","  22"," 10"," 12","  14","  9","  5","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Instructional staff, total","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Instructional staff"
"147767","3220","3","220","-2","   38","  25","   13","  0"," 0"," 0","   7","  7","   0","   0","  0","   0","   1","   0","   1"," 0"," 0"," 0","   25","  13","  12","  0"," 0","  0","   3","  3","  0","   2","  2","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Research","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Research"
"147767","3250","3","250","-2","   10","   2","    8","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    9","   2","   7","  1"," 0","  1","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians/Library Technicians/Archivists and Curators, and Museum technicians/Student and Academic Affairs and Other Eduation Services","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians/Student and Academic Affairs and Other Education Services"
